case_id,baseline_name,baseline_outcome,tracefix_outcome,baseline_failure_mode,tracefix_decision,notes
bug_case_02_name_error,deterministic_crash_only_acceptance,accept,accept,same_decision,accept,Baseline accepts any non-crashing patched rerun and does not use expected-output or no-oracle verification.
